what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1314772422001
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314772422120
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314772431839
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageUp",1314772432908
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314772456296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314772463263
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314772486675
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314772487036
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.editor",1314772487379
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314772502903
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314772502984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314772512999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775102420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775106092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775183487
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1314775193434
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1314775230614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775230959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775382689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775919316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775920169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314775928552
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776632346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776643135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776643715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776646903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776672199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776674408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776675314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776747840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776748617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776779415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776780183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776781162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776787425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314776789792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777710729
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1314777727001
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1314777728163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777749107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777816641
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1314777851073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777854633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777855060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777858379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777859765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777861534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777862523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777864483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777865165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777866976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314777974427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314778188327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314778189617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314778193571
